id,sbp,spc,cla,sbc,ifc,dvn,sbd,ord,sbo,ifo,spf,fam,sbf,tri,gen,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Cyclorrhapha,NA,Tephritidae,Dacinae,NA,Dacus,tryoni
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Cicadellidae,NA,NA,Dalbulus,quinquenotatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Darninae,NA,Darnis,lator
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Darninae,NA,Darnis,partita
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Cyclorrhapha,Carnoidea,Muscidae,NA,NA,Delia,antiqua
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Scarabaeidae,Scarabaeinae,Scarabaeini,Deltochilum,spp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Scolytidae,NA,NA,Dendroctonus,ponderosae
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Scolytidae,NA,NA,Dendroctonus,pseudotsugae
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Scolytidae,NA,NA,Dendroctonus,piceaperda
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Scolytidae,NA,NA,Dendroctonus,valens
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Scolytidae,NA,NA,Dendroctonus,brevicomis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Apachyoidea,Apachyidae,NA,NA,Dendroiketetes,novaeguineae
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Curculionidae,Rhynchitinae,NA,Deporaus,spp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Cimicomorpha,NA,Miridae,NA,NA,Deraeocoris,nebulosus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Bostrichiformia,Bostrichoidea,Dermestidae,NA,NA,Dermestes,lardarius
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Bostrichiformia,Bostrichoidea,Dermestidae,NA,NA,Dermestes,maculatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Bostrichiformia,Bostrichoidea,Dermestidae,NA,NA,Dermestes,frischi
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Lepidoptera,Glossata,NA,Noctuoidea,Arctiidae,Arctiinae,NA,Diacrisia,virginica
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Ichneumonoidea,Ichneumonidae,NA,NA,Diadegma,insulare
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Nepomorpha,NA,Corixidae,NA,NA,Diaprepocoris,zealandiae
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Lepidoptera,Glossata,NA,Pyraloidea,Pyralidae,NA,NA,Diatraea,lineolata
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Lepidoptera,Glossata,NA,Pyraloidea,Pyralidae,NA,NA,Diatraea,saccharalis
NA,Myriapoda,NA,Chilopoda,NA,NA,NA,NA,Geophilomorpha,NA,NA,NA,Mecistocephalidae,NA,NA,Dicellophilus,carniolensis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Scarabaeidae,Scarabaeinae,Dichotomiini,Dichotomius,anaglypticus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Scarabaeidae,Scarabaeinae,Dichotomiini,Dichotomius,haroldi
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Scarabaeidae,Scarabaeinae,Dichotomiini,Dichotomius,micans
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Scarabaeidae,Scarabaeinae,Dichotomiini,Dichotomius,semiaeneus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Scarabaeidae,Scarabaeinae,Dichotomiini,Dichotomius,torulosus
NA,Chelicerata,NA,Arachnida,NA,NA,NA,NA,Acari,NA,NA,NA,Phytoseiidae,NA,NA,Dicrocheles,phalaenodectes
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Orthopterida,Phasmatodea,NA,NA,NA,Phasmatidae,Tropidoderinae,NA,Didymuria,violescens
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Symphyta,NA,Tenthredinoidea,Argidae,NA,NA,Dielocerus,diasi
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Symphyta,NA,Tenthredinoidea,Argidae,NA,NA,Digelasinus,diversipes
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Pentatomidae,NA,NA,Dinocoris,tripterus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Plecoptera,NA,NA,NA,Perlidae,NA,NA,Dinocras,cephalotes
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Plecoptera,NA,NA,NA,Perlidae,NA,NA,Dinocras,megacephala
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Bostrichiformia,Bostrichoidea,Bostrichidae,NA,NA,Dinoderus,minutus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Pygidicranoidea,Pygidicranidae,NA,NA,Diplatys,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Pygidicranoidea,Pygidicranidae,NA,NA,Diplatys,jacobsoni
NA,Hexapoda,NA,Diplura,NA,NA,NA,NA,Diplura,NA,NA,NA,Japygidae,NA,NA,Dipljapyx,humberti
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Cynipoidea,Cynipidae,NA,NA,Diplolepis,rosae
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Dictyoptera,Blattodea,NA,NA,Blaberoidea,Blaberidae,NA,NA,Diploptera,punctata
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Chalcidoidea,Pteromalidae,NA,NA,Dirhicnus,alboannulatus
NA,Hexapoda,NA,Insecta,Archaeognatha,NA,NA,NA,Archaeognatha,NA,NA,NA,Machilidae,NA,NA,Ditrigoniophthalmus,longisetosus
NA,Hexapoda,NA,Insecta,Archaeognatha,NA,NA,NA,Archaeognatha,NA,NA,NA,Machilidae,NA,NA,Ditrigoniophthalmus,verae
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Curculionoidea,Platypodidae,NA,NA,Doliopygus,contradti
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Forficuloidea,Forficulidae,NA,NA,Doru,spiculiferum
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Forficuloidea,Forficulidae,NA,NA,Doru,taeniatum
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Elateriformia,Elateroidea,Drilidae,NA,NA,Drilus,flavescens
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Cyclorrhapha,Oestroidea,Tachinidae,NA,NA,Drino,munda
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Cyclorrhapha,Ephydroidea,Drosophilidae,Drosophilinae,NA,Drosophila,melanogaster
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Trichoptera,NA,NA,NA,Limnephilidae,NA,NA,Drusus,annulatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Thysanoptera,Tubulifera,NA,NA,Phlaeothripidae,NA,NA,Dunatothrips,aneurae
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Apoidea,Sphecidae,Sphecinae,Sceliphronini,Dynatus,nigripes
NA,Crustacea,NA,Crustaceanorder1,NA,NA,NA,NA,Amphipoda,NA,NA,NA,Podoceridae,NA,NA,Dyopedos,monacanthus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Pyrrhocoroidea,Pyrrhocoridae,NA,NA,Dysdercus,ruficollis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Pyrrhocoroidea,Pyrrhocoridae,NA,NA,Dysdercus,obscuratus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Heteronotinae,NA,Dysyncritus,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Adephaga,NA,NA,Dytiscidae,NA,NA,Dytiscus,marginalis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Centrotinae,Gargarini,Ebhul,notatum
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Centrotinae,Gargarini,Ebhul,varium
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Ephemeroptera,NA,Ephemeroptera,Schistonota,NA,Baetoidea,Heptageniidae,NA,NA,Ecdyonurus,fluminum
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Ephemeroptera,NA,Ephemeroptera,Schistonota,NA,Baetoidea,Heptageniidae,NA,NA,Ecdyonurus,helviticus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Pygidicranoidea,Pygidicranidae,NA,NA,Echinosoma,yorkense
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Pygidicranoidea,Pygidicranidae,NA,NA,Echinosoma,micropteryx
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Pygidicranoidea,Pygidicranidae,NA,NA,Echinosoma,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Dictyoptera,Blattodea,NA,NA,Blaberoidea,Blattellidae,NA,NA,Ectobius,panzeri
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Lepidoptera,Glossata,NA,Pyraloidea,Pyralidae,NA,NA,Ectomyelois,ceratoniae
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Pentatomidae,Edessinae,NA,Edessa,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Thysanoptera,Tubulifera,NA,NA,Phlaeothripidae,NA,NA,Elaphrothrips,brevicornis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Thysanoptera,Tubulifera,NA,NA,Phlaeothripidae,NA,NA,Elaphrothrips,tuberculatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Acanthosomatidae,Acanthosomatinae,NA,Elasmostethus,interstinctus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Acanthosomatidae,Acanthosomatinae,NA,Elasmucha,dorsalis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Acanthosomatidae,Acanthosomatinae,NA,Elasmucha,grisea
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Acanthosomatidae,Acanthosomatinae,NA,Elasmucha,putoni
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Acanthosomatidae,Acanthosomatinae,NA,Elasmucha,signoreti
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Acanthosomatidae,Acanthosomatinae,NA,Elasmucha,fieberi
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Forficuloidea,Forficulidae,NA,NA,Elaunon,bipartitus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Electrobatinae,NA,Electrobates,spinipes
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Electrobatinae,NA,Electrobates,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Strepsiptera,Stylopidia,NA,Stylopoidea,Elenchidae,NA,NA,Elenchus,tenuicornis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Strepsiptera,Stylopidia,NA,Stylopoidea,Elenchidae,NA,NA,Elenchus,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Dictyoptera,Blattodea,NA,NA,Blaberoidea,Blattellidae,Pseudophyllodromiinae,NA,Ellipsidion,humerale
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Embioptera,Embiidina,NA,NA,Embiidae,NA,NA,Embia,major
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Lepidoptera,Glossata,NA,Tortricoidea,Tortricidae,NA,NA,Enarmonia,formosana
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Chalcidoidea,Aphelinidae,NA,NA,Encarsia,formosa
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Chalcidoidea,Aphelinidae,NA,NA,Encarsia,inaron
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Enchenopa,bifenestrata
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Enchenopa,binotata
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Enchenopa,caruata
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Enchenopa,sericea
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Enchenopa,ignidorsum
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Enchophyllum,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Aetalionidae,NA,NA,Endiastus,caviceps
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Cimicomorpha,NA,Reduviidae,Harpactorinae,NA,Endochus,inornatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Cleroidea,Cleridae,NA,NA,Enoclerus,barri
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Cleroidea,Cleridae,NA,NA,Enoclerus,lecontei
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Smiliinae,Polyglyptini,Entylia,bactriana
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Smiliinae,Polyglyptini,Entylia,sinuata
NA,Chelicerata,NA,Arachnida,NA,NA,NA,NA,Acari,NA,NA,NA,Tetranychidae,NA,NA,Eotetranychus,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Forficuloidea,Forficulidae,NA,NA,Eparchus,biroi
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Forficuloidea,Forficulidae,NA,NA,Eparchus,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Cerambycidae,NA,NA,Epepeotus,luscus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Ephemeroptera,NA,Ephemeroptera,Pannota,NA,Ephemerelloidea,Ephemerellidae,NA,NA,Ephemerella,ignita
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Ephemeroptera,NA,Ephemeroptera,Pannota,NA,Ephemerelloidea,Ephemerellidae,NA,NA,Ephemerella,notata
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Ephemeroptera,NA,Ephemeroptera,Schistonota,NA,Ephemeroidea,Polymitarcidae,NA,NA,Ephoron,virgo
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Cucujoidea,Coccinellidae,NA,NA,Epilachna,chrysomelina
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Dictyoptera,Blattodea,NA,NA,Blaberoidea,Blaberidae,Epilamprinae,NA,Epilampra,wheeleri
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Hydrophiloidea,Hydrophilidae,NA,NA,Epimetopus,hintoni
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Staphyliniformia,Hydrophiloidea,Hydrophilidae,NA,NA,Epimetopus,obscurus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Lepidoptera,Glossata,NA,Tortricoidea,Tortricidae,NA,NA,Epiphyas,postvittana
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Cyclorrhapha,Syrphoidea,Syrphidae,NA,NA,Episyrphus,balteatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Erechtia,abbreviata
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Erechtia,gibbosa
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Erechtia,pruinosa
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Membracini,Erechtia,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Chalcidoidea,Aphelinidae,NA,NA,Eretmocerus,eremicus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Tessarotomidae,NA,NA,Erga,longitudinalis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Ichneumonoidea,Ichneumonidae,NA,NA,Eriborus,terebrans
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Cyclorrhapha,Carnoidea,Muscidae,NA,NA,Erioischia,brassicae
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Nematocera,Tipulomorpha,NA,Tipulidae,NA,NA,Erioptera,lutea
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Pygidicranoidea,Pygidicranidae,NA,NA,Esphalmenus,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Lepidoptera,NA,NA,NA,Cosmopterygidae,NA,NA,Eteobalea,intermediella
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Lepidoptera,NA,NA,NA,Cosmopterygidae,NA,NA,Eteobalea,serratella
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Lepidoptera,Glossata,NA,Pyraloidea,Pyralidae,NA,NA,Etiella,zinckenella
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Anisolabidoidea,Anisolabididae,NA,NA,Euboriella,annulipes
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Anisolabidoidea,Anisolabididae,NA,NA,Euboriella,cincticollis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Anisolabidoidea,Anisolabididae,NA,NA,Euboriella,stali
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,NA,Dermaptera,Forficulina,NA,Anisolabidoidea,Anisolabididae,NA,NA,Euboriella,moesta
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Scarabaeidae,Scarabaeinae,Eucranini,Eucranium,arachnaoides
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Cucujiformia,Chrysomeloidea,Chrysomelidae,Cassidinae,NA,Eugenysa,columbiana
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Lepidoptera,NA,NA,NA,Cossidae,NA,NA,Eulophonotus,myrmeleon
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Pentatomoidea,Pentatomidae,Pentatominae,NA,Eumecopus,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Scarabaeiformia,Scarabaeoidea,Scarabaeidae,Scarabaeinae,Oniticellini,Euoniticellus,intermedius
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,Fulgoromorpha,NA,Tettigometridae,NA,NA,Euphyonarthex,phyllostoma
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Lepidoptera,NA,NA,NA,Lymantriidae,NA,NA,Euproctis,chrysorrhoea
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Hymenoptera,Apocrita,NA,Chalcidoidea,Pteromalidae,NA,NA,Eupteromalus,nidulans
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Orthopterida,Phasmatodea,NA,NA,NA,Phasmatidae,NA,NA,Eurycantha,calcarata
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Orthopterida,Phasmatodea,NA,NA,NA,Phasmatidae,NA,NA,Eurycnema,goliath
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Dictyoptera,Blattodea,NA,NA,Blattoidea,Blattidae,NA,NA,Eurycotis,floridana
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Gerrinae,NA,Eurygerris,cariniventris
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Gerrinae,NA,Eurygerris,flavolineatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Gerrinae,NA,Eurygerris,fuscinervis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Halobatinae,NA,Eurymetra,aethiopicus
