id,sbp,spc,cla,sbc,ifc,dvn,sbd,ord,sbo,ifo,spf,fam,sbf,tri,gen,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Ptilomerinae,NA,Ptilomera,dromas
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,Ptilomerinae,NA,Ptilomera,occidentalis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Bostrichiformia,Bostrichoidea,Ptinidae,NA,NA,Ptinus,fur
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Coleoptera,Polyphaga,Bostrichiformia,Bostrichoidea,Ptinidae,NA,NA,Ptinus,sexpunctatus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Smiliinae,Polyglyptini,Publilia,concava
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Smiliinae,Polyglyptini,Publilia,modesta
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Smiliinae,Polyglyptini,Publilia,reticulata
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Siphonaptera,NA,NA,Pulicoidea,Pulicidae,Pulicinae,NA,Pulex,irritans
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Dictyoptera,Blattodea,NA,NA,Blaberoidea,Blaberidae,NA,NA,Pycnoscelus,surinamensis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Centrotinae,NA,Pyrgauchenia,brunnea
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Centrotinae,NA,Pyrgauchenia,tristaniopsis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Centrotinae,Hypsaucheniini,Pyrgonota,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Pentatomomorpha,Pyrrhocoroidea,Pyrrhocoridae,NA,NA,Pyrrhocoris,apterus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Lepidoptera,NA,NA,NA,Hesperiidae,NA,NA,Quinta,cannae
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Auchenorrhyncha,NA,Membracoidea,Membracidae,Membracinae,Hoplophorionini,Ramosella,thalli
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Nepomorpha,Nepoidea,Nepidae,NA,NA,Ranatra,linearis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Nepomorpha,Nepoidea,Nepidae,NA,NA,Ranatra,australis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,NA,NA,Rhagadotarsus,sp
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,NA,NA,Rhagadotarsus,hutchinsoni
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,NA,NA,Rhagadotarsus,kraepelini
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Gerridae,NA,NA,Rhagadotarsus,anomalus
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Cyclorrhapha,NA,Trypetidae,NA,NA,Rhagoletis,cerasi
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Cyclorrhapha,NA,Trypetidae,NA,NA,Rhagoletis,juglandis
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Endopterygota,Diptera,Brachycera,Cyclorrhapha,NA,Trypetidae,NA,NA,Rhagoletis,boycei
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Veliidae,Rhagoveliinae,NA,Rhagovelia,distincta
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Veliidae,Rhagoveliinae,NA,Rhagovelia,obesa
NA,Hexapoda,NA,Insecta,Dicondylia,Pterygota,Neoptera,Paraneoptera,Hemiptera,Heteroptera,Gerromorpha,Gerroidea,Veliidae,Rhagoveliinae,NA,Rhagovelia,rivale
